Categoria,Item,Valor
media_preco_produto,Baby develop prevent media.,
media_preco_produto,Baby develop prevent media. - count,1
media_preco_produto,Baby develop prevent media. - sum,84896
media_preco_produto,Baby develop prevent media. - avg,84896.0
media_preco_produto,Bag crime might teach many.,
media_preco_produto,Bag crime might teach many. - count,1
media_preco_produto,Bag crime might teach many. - sum,32404
media_preco_produto,Bag crime might teach many. - avg,32404.0
media_preco_produto,Bag practice beat morning.,
media_preco_produto,Bag practice beat morning. - count,1
media_preco_produto,Bag practice beat morning. - sum,33311
media_preco_produto,Bag practice beat morning. - avg,33311.0
media_preco_produto,Bank pattern writer white. Point girl near age.,
media_preco_produto,Bank pattern writer white. Point girl near age. - count,1
media_preco_produto,Bank pattern writer white. Point girl near age. - sum,56050
media_preco_produto,Bank pattern writer white. Point girl near age. - avg,56050.0
media_preco_produto,Bank yet off ok young group.,
media_preco_produto,Bank yet off ok young group. - count,1
media_preco_produto,Bank yet off ok young group. - sum,47485
media_preco_produto,Bank yet off ok young group. - avg,47485.0
media_preco_produto,Be no forget list. Century they structure.,
media_preco_produto,Be no forget list. Century they structure. - count,1
media_preco_produto,Be no forget list. Century they structure. - sum,73422
media_preco_produto,Be no forget list. Century they structure. - avg,73422.0
media_preco_produto,Be notice safe fish outside.,
media_preco_produto,Be notice safe fish outside. - count,1
media_preco_produto,Be notice safe fish outside. - sum,27013
media_preco_produto,Be notice safe fish outside. - avg,27013.0
media_preco_produto,Be player old sister.,
media_preco_produto,Be player old sister. - count,1
media_preco_produto,Be player old sister. - sum,20872
media_preco_produto,Be player old sister. - avg,20872.0
media_preco_produto,Beautiful as line mention scientist.,
media_preco_produto,Beautiful as line mention scientist. - count,1
media_preco_produto,Beautiful as line mention scientist. - sum,89302
media_preco_produto,Beautiful as line mention scientist. - avg,89302.0
media_preco_produto,Because happy enter contain approach wide view.,
media_preco_produto,Because happy enter contain approach wide view. - count,1
media_preco_produto,Because happy enter contain approach wide view. - sum,23008
media_preco_produto,Because happy enter contain approach wide view. - avg,23008.0
media_preco_produto,Because who popular.,
media_preco_produto,Because who popular. - count,1
media_preco_produto,Because who popular. - sum,82597
media_preco_produto,Because who popular. - avg,82597.0
media_preco_produto,Bed federal stand report.,
media_preco_produto,Bed federal stand report. - count,1
media_preco_produto,Bed federal stand report. - sum,44898
media_preco_produto,Bed federal stand report. - avg,44898.0
media_preco_produto,Before order thought billion.,
media_preco_produto,Before order thought billion. - count,1
media_preco_produto,Before order thought billion. - sum,82860
media_preco_produto,Before order thought billion. - avg,82860.0
media_preco_produto,Begin for prepare form candidate drug.,
media_preco_produto,Begin for prepare form candidate drug. - count,1
media_preco_produto,Begin for prepare form candidate drug. - sum,12539
media_preco_produto,Begin for prepare form candidate drug. - avg,12539.0
media_preco_produto,Begin local science something dream.,
media_preco_produto,Begin local science something dream. - count,1
media_preco_produto,Begin local science something dream. - sum,82023
media_preco_produto,Begin local science something dream. - avg,82023.0
media_preco_produto,Behind behind shake just yeah their participant.,
media_preco_produto,Behind behind shake just yeah their participant. - count,1
media_preco_produto,Behind behind shake just yeah their participant. - sum,48365
media_preco_produto,Behind behind shake just yeah their participant. - avg,48365.0
media_preco_produto,Behind play current get gun. Fund how speak from.,
media_preco_produto,Behind play current get gun. Fund how speak from. - count,1
media_preco_produto,Behind play current get gun. Fund how speak from. - sum,62269
media_preco_produto,Behind play current get gun. Fund how speak from. - avg,62269.0
media_preco_produto,Believe church learn.,
media_preco_produto,Believe church learn. - count,1
media_preco_produto,Believe church learn. - sum,56563
media_preco_produto,Believe church learn. - avg,56563.0
media_preco_produto,Best church other.,
media_preco_produto,Best church other. - count,1
media_preco_produto,Best church other. - sum,54214
media_preco_produto,Best church other. - avg,54214.0
media_preco_produto,Best difficult under ever.,
media_preco_produto,Best difficult under ever. - count,1
media_preco_produto,Best difficult under ever. - sum,78657
media_preco_produto,Best difficult under ever. - avg,78657.0
media_preco_produto,Best nor anything college back student.,
media_preco_produto,Best nor anything college back student. - count,1
media_preco_produto,Best nor anything college back student. - sum,32780
media_preco_produto,Best nor anything college back student. - avg,32780.0
media_preco_produto,Best political term I business.,
media_preco_produto,Best political term I business. - count,1
media_preco_produto,Best political term I business. - sum,38281
media_preco_produto,Best political term I business. - avg,38281.0
media_preco_produto,Big heavy responsibility fear.,
media_preco_produto,Big heavy responsibility fear. - count,1
media_preco_produto,Big heavy responsibility fear. - sum,74764
media_preco_produto,Big heavy responsibility fear. - avg,74764.0
media_preco_produto,Big letter movie particularly.,
media_preco_produto,Big letter movie particularly. - count,1
media_preco_produto,Big letter movie particularly. - sum,52968
media_preco_produto,Big letter movie particularly. - avg,52968.0
media_preco_produto,Bit here first point response.,
media_preco_produto,Bit here first point response. - count,1
media_preco_produto,Bit here first point response. - sum,34546
media_preco_produto,Bit here first point response. - avg,34546.0
media_preco_produto,Bit region prevent.,
media_preco_produto,Bit region prevent. - count,1
media_preco_produto,Bit region prevent. - sum,23058
media_preco_produto,Bit region prevent. - avg,23058.0
media_preco_produto,Black song mouth he follow represent home.,
media_preco_produto,Black song mouth he follow represent home. - count,1
media_preco_produto,Black song mouth he follow represent home. - sum,78589
media_preco_produto,Black song mouth he follow represent home. - avg,78589.0
media_preco_produto,Blood ago back risk.,
media_preco_produto,Blood ago back risk. - count,1
media_preco_produto,Blood ago back risk. - sum,42064
media_preco_produto,Blood ago back risk. - avg,42064.0
media_preco_produto,Blood nor best would office.,
media_preco_produto,Blood nor best would office. - count,1
media_preco_produto,Blood nor best would office. - sum,56605
media_preco_produto,Blood nor best would office. - avg,56605.0
media_preco_produto,Blue various there upon stuff.,
media_preco_produto,Blue various there upon stuff. - count,1
media_preco_produto,Blue various there upon stuff. - sum,12351
media_preco_produto,Blue various there upon stuff. - avg,12351.0
media_preco_produto,Board edge difficult with.,
media_preco_produto,Board edge difficult with. - count,1
media_preco_produto,Board edge difficult with. - sum,73837
media_preco_produto,Board edge difficult with. - avg,73837.0
media_preco_produto,Board property keep probably.,
media_preco_produto,Board property keep probably. - count,1
media_preco_produto,Board property keep probably. - sum,46246
media_preco_produto,Board property keep probably. - avg,46246.0
media_preco_produto,Book good develop maintain.,
media_preco_produto,Book good develop maintain. - count,1
media_preco_produto,Book good develop maintain. - sum,72223
media_preco_produto,Book good develop maintain. - avg,72223.0
media_preco_produto,Both forward become fall whole doctor.,
media_preco_produto,Both forward become fall whole doctor. - count,1
media_preco_produto,Both forward become fall whole doctor. - sum,64492
media_preco_produto,Both forward become fall whole doctor. - avg,64492.0
media_preco_produto,Box employee chair. Economy add late yeah member.,
media_preco_produto,Box employee chair. Economy add late yeah member. - count,1
media_preco_produto,Box employee chair. Economy add late yeah member. - sum,79415
media_preco_produto,Box employee chair. Economy add late yeah member. - avg,79415.0
media_preco_produto,Box push conference clearly hot.,
media_preco_produto,Box push conference clearly hot. - count,1
media_preco_produto,Box push conference clearly hot. - sum,79894
media_preco_produto,Box push conference clearly hot. - avg,79894.0
media_preco_produto,Bring number open machine might.,
media_preco_produto,Bring number open machine might. - count,1
media_preco_produto,Bring number open machine might. - sum,14306
media_preco_produto,Bring number open machine might. - avg,14306.0
media_preco_produto,Brother culture who.,
media_preco_produto,Brother culture who. - count,1
media_preco_produto,Brother culture who. - sum,64717
media_preco_produto,Brother culture who. - avg,64717.0
media_preco_produto,Brother movement should kid.,
media_preco_produto,Brother movement should kid. - count,1
media_preco_produto,Brother movement should kid. - sum,17242
media_preco_produto,Brother movement should kid. - avg,17242.0
media_preco_produto,Build course air indeed win. Seat about shoulder.,
media_preco_produto,Build course air indeed win. Seat about shoulder. - count,1
media_preco_produto,Build course air indeed win. Seat about shoulder. - sum,39998
media_preco_produto,Build course air indeed win. Seat about shoulder. - avg,39998.0
media_preco_produto,Build cultural reality with guess.,
media_preco_produto,Build cultural reality with guess. - count,1
media_preco_produto,Build cultural reality with guess. - sum,88773
media_preco_produto,Build cultural reality with guess. - avg,88773.0
media_preco_produto,Building finish heavy close official statement.,
media_preco_produto,Building finish heavy close official statement. - count,1
media_preco_produto,Building finish heavy close official statement. - sum,10430
media_preco_produto,Building finish heavy close official statement. - avg,10430.0
media_preco_produto,Building item board issue.,
media_preco_produto,Building item board issue. - count,1
media_preco_produto,Building item board issue. - sum,49937
media_preco_produto,Building item board issue. - avg,49937.0
media_preco_produto,But program to difficult across deal oil two.,
media_preco_produto,But program to difficult across deal oil two. - count,1
media_preco_produto,But program to difficult across deal oil two. - sum,31957
media_preco_produto,But program to difficult across deal oil two. - avg,31957.0
media_preco_produto,Buy he despite I.,
media_preco_produto,Buy he despite I. - count,1
media_preco_produto,Buy he despite I. - sum,81493
media_preco_produto,Buy he despite I. - avg,81493.0
media_preco_produto,Call gun south information behavior east partner.,
media_preco_produto,Call gun south information behavior east partner. - count,1
media_preco_produto,Call gun south information behavior east partner. - sum,81319
media_preco_produto,Call gun south information behavior east partner. - avg,81319.0
media_preco_produto,Camera natural west water million Congress Mrs.,
media_preco_produto,Camera natural west water million Congress Mrs. - count,1
media_preco_produto,Camera natural west water million Congress Mrs. - sum,11914
media_preco_produto,Camera natural west water million Congress Mrs. - avg,11914.0
media_preco_produto,Camera stage run recognize else.,
media_preco_produto,Camera stage run recognize else. - count,1
media_preco_produto,Camera stage run recognize else. - sum,76511
media_preco_produto,Camera stage run recognize else. - avg,76511.0
media_preco_produto,Camera trouble world administration business.,
media_preco_produto,Camera trouble world administration business. - count,1
media_preco_produto,Camera trouble world administration business. - sum,23017
media_preco_produto,Camera trouble world administration business. - avg,23017.0
media_preco_produto,Camera yes stand system me fast.,
media_preco_produto,Camera yes stand system me fast. - count,1
media_preco_produto,Camera yes stand system me fast. - sum,18188
media_preco_produto,Camera yes stand system me fast. - avg,18188.0
media_preco_produto,Campaign customer woman marriage line.,
media_preco_produto,Campaign customer woman marriage line. - count,1
media_preco_produto,Campaign customer woman marriage line. - sum,48139
media_preco_produto,Campaign customer woman marriage line. - avg,48139.0
media_preco_produto,Campaign explain or dinner.,
